degree,specialization,academic_score,marks_10th,marks_12th,skills,core_subjects,projects,internships,experience_years,role
M.Sc,Mechanical Engineering,8.35,78.2,79.9,"SolidWorks, MATLAB, Manufacturing","Thermodynamics:C,Ansys:B,CAD/CAM:C","Task Management App: React, Redux, Firebase; Portfolio Website: HTML, CSS, JavaScript, Tailwind",,6,HR Manager
B.Sc,Artificial Intelligence,8.14,90.1,81.4,"TensorFlow, PyTorch, Data Analysis, Python","Statistics:B,Deep Learning:B,Machine Learning:A,Neural Networks:B+,NLP:C","DevOps Pipeline: Jenkins, Docker, Kubernetes; Portfolio Website: HTML, CSS, JavaScript, Tailwind",DevOps Engineer:1 months; Backend Developer:2 months,3,UX Designer
MA,Artificial Intelligence,7.81,97.5,94.8,"Data Analysis, Python, TensorFlow","Statistics:B,NLP:C,Machine Learning:C","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Frontend Developer:6 months; Software Developer:6 months,7,HR Manager
BA,Data Science,8.94,83.8,82.9,"SQL, R, Power BI","Linear Algebra:C,Machine Learning:B,Data Mining:A","DevOps Pipeline: Jenkins, Docker, Kubernetes; Task Management App: React, Redux, Firebase",,6,Mechanical Engineer
MA,Artificial Intelligence,7.05,70.5,70.5,"Data Analysis, PyTorch, Python","Linear Algebra:A,Statistics:A-,Machine Learning:A-,Deep Learning:A-,Neural Networks:A","Task Management App: React, Redux, Firebase; E-commerce API: Node.js, Express, MongoDB",DevOps Engineer:1 months; Software Developer:3 months,1,HR Manager
MCA,Information Technology,8.24,85.2,95.5,"Network Administration, SQL, AWS, Linux","Database Management Systems:A-,Web Technologies:A-,Cloud Computing:A","DevOps Pipeline: Jenkins, Docker, Kubernetes",Frontend Developer:2 months; Frontend Developer:3 months,0,Software Engineer
B.Com,Finance,8.73,89.0,75.1,"Excel, GST, Tally","Financial Management:A+,Investment Analysis:B,Risk Management:B,Accounting:B+","GST Compliance Tool: Tally, SQL",Financial Analyst:6 months,7,Accountant
MBA,Finance,8.56,78.6,81.2,"Financial Modeling, GST, Tally","Risk Management:A-,Financial Management:A+,Investment Analysis:A-,Accounting:B,Corporate Finance:A","Portfolio Optimization: Python, Excel, Statistics",,8,Financial Analyst
MA,Artificial Intelligence,7.72,83.6,79.6,"PyTorch, Data Analysis, Python, TensorFlow","Deep Learning:B,Statistics:A-,Machine Learning:B+,Linear Algebra:B,Neural Networks:C","Agile Product Launch: Jira, Scrum",,10,Business Analyst
MCA,Information Technology,7.6,97.0,81.0,"AWS, Network Administration, SQL","Cloud Computing:A,Computer Networks:B,Web Technologies:B+,Cyber Security:A-,Database Management Systems:B","Task Management App: React, Redux, Firebase",,10,Backend Developer
B.Tech,Civil Engineering,8.15,79.8,79.5,"Site Supervision, Estimation, Project Management","AutoCAD:A-,Structural Analysis:A,Geotechnical Engineering:C,Construction Management:B+","Residential Complex Planning: Revit, Cost Estimation",Site Engineer:5 months; Structural Intern:6 months,7,Site Engineer
B.Sc,Civil Engineering,8.02,71.9,83.0,"Project Management, Site Supervision, Estimation","AutoCAD:A,Structural Analysis:A,Construction Management:B+,Geotechnical Engineering:A,STAAD Pro:C","E-commerce API: Node.js, Express, MongoDB; Task Management App: React, Redux, Firebase",Frontend Developer:5 months; Software Developer:5 months,7,HR Manager
MCA,Artificial Intelligence,9.56,91.7,92.9,"Python, Data Analysis, PyTorch, TensorFlow","Linear Algebra:B+,NLP:B+,Neural Networks:A,Machine Learning:B+","Portfolio Website: HTML, CSS, JavaScript, Tailwind; E-commerce API: Node.js, Express, MongoDB",Frontend Developer:5 months,5,Software Engineer
M.Sc,Marketing,9.36,97.2,73.8,"SEO, Social Media, Content Strategy","Consumer Behavior:B+,Market Research:C,Marketing Management:B+","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Software Developer:5 months; Frontend Developer:4 months,0,HR Manager
MCA,Data Science,7.47,83.1,79.8,"R, SQL, Tableau, Power BI, Python","Linear Algebra:C,Machine Learning:C,Big Data Analytics:A","Disease Detection: Deep Learning, PyTorch, CNN; Customer Segmentation: Python, Scikit-learn, K-means",,7,Data Analyst
BA,Finance,7.39,93.3,82.6,"Financial Modeling, GST, Excel","Investment Analysis:A,Accounting:B+,Corporate Finance:A,Financial Management:C","DevOps Pipeline: Jenkins, Docker, Kubernetes; Task Management App: React, Redux, Firebase",,3,Economist
B.Tech,Information Technology,7.84,88.5,88.5,"Linux, AWS, Network Administration","Database Management Systems:A,Computer Networks:A,Cloud Computing:A,Web Technologies:B,Cyber Security:B","Stock Price Predictor: Python, TensorFlow, LSTM; NLP Chatbot: Python, NLTK, Flask",Data Scientist:6 months,4,Data Scientist
M.Tech,Civil Engineering,7.09,86.8,75.0,"Estimation, Project Management, Site Supervision","Construction Management:C,Geotechnical Engineering:C,STAAD Pro:A,Structural Analysis:C,AutoCAD:A+","Residential Complex Planning: Revit, Cost Estimation",,8,Structural Engineer
M.Sc,Human Resources,8.91,70.4,78.0,"Communication, Recruiting, Employee Relations","Labor Laws:B,HR Management:A,Performance Management:C","E-commerce API: Node.js, Express, MongoDB",Frontend Developer:6 months,6,Economist
M.Tech,Data Science,8.65,85.6,79.9,"SQL, Power BI, R","Data Mining:B+,Statistics:C,Big Data Analytics:B,Machine Learning:A,Linear Algebra:A+","Disease Detection: Deep Learning, PyTorch, CNN; NLP Chatbot: Python, NLTK, Flask",Data Analyst:2 months,5,AI Engineer
M.Tech,Civil Engineering,9.38,77.3,83.1,"Estimation, Project Management, Site Supervision","Geotechnical Engineering:B,STAAD Pro:B,Structural Analysis:A-,AutoCAD:A-","Smart City Drainage: STAAD Pro, Surveying; Residential Complex Planning: Revit, Cost Estimation",Quantity Surveyor:3 months,7,Site Engineer
BA,Civil Engineering,8.62,88.4,95.5,"Site Supervision, Project Management, Estimation","Construction Management:A,Structural Analysis:B,Geotechnical Engineering:C,STAAD Pro:A-","Market Entry Strategy: Research, Strategy",,4,Product Manager
M.Sc,Finance,8.9,96.8,97.3,"GST, Tally, Financial Modeling, Excel","Corporate Finance:A-,Accounting:A,Investment Analysis:A-,Financial Management:B+","Portfolio Website: HTML, CSS, JavaScript, Tailwind; DevOps Pipeline: Jenkins, Docker, Kubernetes",Software Developer:3 months,9,UX Designer
B.Tech,Civil Engineering,9.33,91.5,74.2,"Project Management, Estimation, Site Supervision","STAAD Pro:A-,Construction Management:B,Structural Analysis:A","Smart City Drainage: STAAD Pro, Surveying",Structural Intern:2 months,5,Site Engineer
Diploma,Civil Engineering,7.61,90.9,88.0,"Estimation, Project Management, Site Supervision","Geotechnical Engineering:A,Construction Management:B+,AutoCAD:A-,STAAD Pro:A","Bridge Design: AutoCAD, Structural Analysis; Smart City Drainage: STAAD Pro, Surveying",,2,Construction Manager
B.Sc,Artificial Intelligence,8.66,79.0,74.4,"Data Analysis, PyTorch, TensorFlow, Python","Statistics:C,Linear Algebra:C,Machine Learning:A-,Deep Learning:C,NLP:B","Task Management App: React, Redux, Firebase",Software Developer:1 months,10,Mechanical Engineer
M.Sc,Information Technology,7.97,76.1,85.5,"SQL, Network Administration, AWS, Linux","Database Management Systems:B+,Web Technologies:C,Cyber Security:C","DevOps Pipeline: Jenkins, Docker, Kubernetes; Task Management App: React, Redux, Firebase",Software Developer:4 months; DevOps Engineer:2 months,0,Research Analyst
BA,Marketing,8.0,70.5,76.0,"Google Analytics, Social Media, SEO","Digital Marketing:B+,Market Research:B+,Brand Management:B,Marketing Management:C","E-commerce API: Node.js, Express, MongoDB; DevOps Pipeline: Jenkins, Docker, Kubernetes",Software Developer:5 months,2,UX Designer
MA,Information Technology,9.38,83.9,87.9,"SQL, Network Administration, Linux, AWS","Computer Networks:C,Cyber Security:C,Web Technologies:B,Database Management Systems:C,Cloud Computing:A-","Task Management App: React, Redux, Firebase",Frontend Developer:1 months; DevOps Engineer:4 months,2,Economist
B.Tech,Information Technology,7.62,83.9,85.3,"SQL, AWS, Linux, Network Administration","Computer Networks:B+,Web Technologies:C,Cloud Computing:A-,Database Management Systems:B","DevOps Pipeline: Jenkins, Docker, Kubernetes",Frontend Developer:1 months; Backend Developer:1 months,1,Full Stack Developer
M.Tech,Artificial Intelligence,9.56,80.4,81.6,"Python, PyTorch, TensorFlow, Data Analysis","Deep Learning:A,Statistics:A,Neural Networks:C,Linear Algebra:A-","NLP Chatbot: Python, NLTK, Flask; Customer Segmentation: Python, Scikit-learn, K-means",Data Analyst:4 months,9,Data Scientist
B.Sc,Information Technology,8.66,88.0,85.4,"Network Administration, Linux, SQL","Web Technologies:B+,Computer Networks:B,Cloud Computing:A,Database Management Systems:A-,Cyber Security:A-","DevOps Pipeline: Jenkins, Docker, Kubernetes",,7,HR Manager
MCA,Information Technology,7.83,74.7,93.3,"SQL, Network Administration, AWS","Web Technologies:C,Database Management Systems:A-,Cloud Computing:B,Cyber Security:B","Task Management App: React, Redux, Firebase; Portfolio Website: HTML, CSS, JavaScript, Tailwind",,9,DevOps Engineer
B.Sc,Mechanical Engineering,7.45,91.9,97.7,"SolidWorks, Manufacturing, MATLAB","Ansys:B,Fluid Mechanics:B+,Solid Mechanics:A,CAD/CAM:B+","Agile Product Launch: Jira, Scrum",Business Analyst:1 months; Marketing Intern:6 months,7,Product Manager
B.Sc,Human Resources,8.12,76.0,94.0,"Recruiting, Employee Relations, Communication","Labor Laws:A-,Training and Development:B+,Performance Management:A,HR Management:C","Brand Revitalization: Marketing, Social Media",Business Analyst:6 months; Product Management:5 months,0,Business Analyst
BCA,Data Science,8.62,93.6,71.5,"Tableau, SQL, Python","Data Mining:A-,Linear Algebra:A-,Machine Learning:A+","Stock Price Predictor: Python, TensorFlow, LSTM; Disease Detection: Deep Learning, PyTorch, CNN",Machine Learning Engineer:4 months; Data Scientist:4 months,4,Data Scientist
Diploma,Civil Engineering,9.63,93.6,91.3,"Site Supervision, Estimation, Project Management","AutoCAD:A+,Structural Analysis:A-,STAAD Pro:B","Residential Complex Planning: Revit, Cost Estimation; Bridge Design: AutoCAD, Structural Analysis",Site Engineer:4 months; Quantity Surveyor:6 months,0,Site Engineer
Diploma,Civil Engineering,7.53,87.4,79.5,"Project Management, Estimation, Site Supervision","STAAD Pro:A,Geotechnical Engineering:C,AutoCAD:A,Construction Management:B+,Structural Analysis:A","Bridge Design: AutoCAD, Structural Analysis",,9,Structural Engineer
B.Tech,Information Technology,8.99,71.1,95.7,"AWS, Linux, SQL","Cloud Computing:B,Database Management Systems:A,Cyber Security:B+,Web Technologies:A,Computer Networks:B+","E-commerce API: Node.js, Express, MongoDB; DevOps Pipeline: Jenkins, Docker, Kubernetes",Software Developer:5 months,0,Backend Developer
BBA,Finance,8.88,94.9,80.8,"Financial Modeling, Tally, Excel, GST","Corporate Finance:B,Accounting:B,Financial Management:A+,Risk Management:B+","Portfolio Optimization: Python, Excel, Statistics; Risk Analysis Report: Financial Modeling, Valuation",Tax Consultant:5 months; Audit Assistant:3 months,1,Financial Analyst
BCA,Information Technology,9.43,91.4,93.9,"Linux, AWS, Network Administration","Cyber Security:A,Web Technologies:C,Database Management Systems:A-,Computer Networks:A-,Cloud Computing:C","E-commerce API: Node.js, Express, MongoDB; DevOps Pipeline: Jenkins, Docker, Kubernetes",,2,Backend Developer
B.Sc,Marketing,7.75,97.1,80.1,"SEO, Content Strategy, Social Media, Google Analytics","Marketing Management:A-,Consumer Behavior:B+,Brand Management:C,Market Research:B+,Digital Marketing:B","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Software Developer:1 months,3,Mechanical Engineer
B.Sc,Marketing,9.48,75.1,95.6,"Google Analytics, Content Strategy, SEO, Social Media","Marketing Management:A-,Brand Management:B,Consumer Behavior:B,Digital Marketing:A,Market Research:C","DevOps Pipeline: Jenkins, Docker, Kubernetes",,8,Mechanical Engineer
Diploma,Civil Engineering,7.97,93.7,95.3,"Estimation, Project Management, Site Supervision","Geotechnical Engineering:B+,AutoCAD:A-,STAAD Pro:B+","Residential Complex Planning: Revit, Cost Estimation",,1,Site Engineer
BCA,Artificial Intelligence,8.99,75.3,76.4,"PyTorch, TensorFlow, Python, Data Analysis","NLP:B+,Neural Networks:A,Statistics:A-,Deep Learning:A","Task Management App: React, Redux, Firebase; E-commerce API: Node.js, Express, MongoDB",,6,Frontend Developer
B.Sc,Marketing,8.21,79.0,92.2,"Google Analytics, SEO, Content Strategy, Social Media","Digital Marketing:A,Marketing Management:A+,Market Research:B+","Brand Revitalization: Marketing, Social Media; Agile Product Launch: Jira, Scrum",,1,Product Manager
BA,Economics,7.74,92.5,86.0,"Economic Research, Stata, Data Analysis","Public Finance:B+,Microeconomics:A-,Macroeconomics:C,Statistics:A-","Portfolio Website: HTML, CSS, JavaScript, Tailwind; Task Management App: React, Redux, Firebase",Software Developer:6 months; Frontend Developer:3 months,7,Research Analyst
MA,Marketing,7.01,96.9,80.2,"Google Analytics, Content Strategy, Social Media","Market Research:A-,Consumer Behavior:C,Digital Marketing:A","E-commerce API: Node.js, Express, MongoDB",Frontend Developer:4 months; Software Developer:3 months,7,Research Analyst
Diploma,Civil Engineering,8.13,89.8,97.3,"Site Supervision, Project Management, Estimation","AutoCAD:A-,Construction Management:B+,STAAD Pro:A-","Bridge Design: AutoCAD, Structural Analysis; Smart City Drainage: STAAD Pro, Surveying",Quantity Surveyor:5 months,5,Construction Manager
MCA,Data Science,8.23,77.6,93.3,"SQL, Power BI, Tableau, R, Python","Linear Algebra:C,Data Mining:C,Machine Learning:C,Big Data Analytics:A,Statistics:A-","DevOps Pipeline: Jenkins, Docker, Kubernetes; Portfolio Website: HTML, CSS, JavaScript, Tailwind",,2,Software Engineer
MCA,Information Technology,8.21,86.9,94.9,"Linux, SQL, AWS, Network Administration","Web Technologies:C,Cloud Computing:C,Cyber Security:B+","DevOps Pipeline: Jenkins, Docker, Kubernetes; Portfolio Website: HTML, CSS, JavaScript, Tailwind",Frontend Developer:6 months,9,Full Stack Developer
B.Tech,Data Science,7.1,76.5,84.8,"Tableau, SQL, Python","Data Mining:A-,Big Data Analytics:C,Linear Algebra:B,Machine Learning:B,Statistics:A+","Stock Price Predictor: Python, TensorFlow, LSTM; Disease Detection: Deep Learning, PyTorch, CNN",Machine Learning Engineer:4 months,3,Data Analyst
M.Tech,Information Technology,9.46,77.0,79.4,"AWS, Network Administration, SQL, Linux","Database Management Systems:A,Web Technologies:B,Computer Networks:A-","DevOps Pipeline: Jenkins, Docker, Kubernetes; E-commerce API: Node.js, Express, MongoDB",Software Developer:4 months,1,Frontend Developer
B.Sc,Finance,7.06,89.9,89.5,"Tally, GST, Excel, Financial Modeling","Accounting:B,Corporate Finance:A,Risk Management:C,Financial Management:A-","Agile Product Launch: Jira, Scrum",,1,Product Manager
BA,Mechanical Engineering,7.79,92.2,85.4,"Manufacturing, MATLAB, SolidWorks","CAD/CAM:B+,Fluid Mechanics:A,Thermodynamics:B,Solid Mechanics:B+","Market Entry Strategy: Research, Strategy",Marketing Intern:2 months; Product Management:5 months,4,Business Analyst
B.Tech,Artificial Intelligence,7.68,95.7,90.9,"Python, Data Analysis, TensorFlow, PyTorch","NLP:A-,Neural Networks:C,Statistics:A-","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Frontend Developer:3 months,2,Full Stack Developer
BBA,Marketing,7.6,82.0,82.1,"Social Media, Content Strategy, SEO","Brand Management:A-,Marketing Management:A,Market Research:B","E-commerce API: Node.js, Express, MongoDB; DevOps Pipeline: Jenkins, Docker, Kubernetes",,9,Marketing Specialist
B.Tech,Civil Engineering,7.62,80.2,87.5,"Estimation, Site Supervision, Project Management","Structural Analysis:A-,Geotechnical Engineering:B,STAAD Pro:A-,AutoCAD:A,Construction Management:B+","Bridge Design: AutoCAD, Structural Analysis",,1,Structural Engineer
MA,Information Technology,8.2,92.3,83.8,"SQL, Network Administration, Linux, AWS","Cyber Security:A-,Cloud Computing:A,Computer Networks:A","Portfolio Website: HTML, CSS, JavaScript, Tailwind",DevOps Engineer:2 months; Frontend Developer:5 months,7,HR Manager
MA,Marketing,8.35,87.4,86.7,"Content Strategy, Google Analytics, SEO","Brand Management:B,Market Research:B+,Consumer Behavior:A","Agile Product Launch: Jira, Scrum; Market Entry Strategy: Research, Strategy",Marketing Intern:4 months,4,Product Manager
Diploma,Civil Engineering,9.19,94.8,91.0,"Project Management, Site Supervision, Estimation","AutoCAD:B+,Structural Analysis:C,STAAD Pro:B","Smart City Drainage: STAAD Pro, Surveying; Bridge Design: AutoCAD, Structural Analysis",Structural Intern:4 months; Site Engineer:3 months,6,Construction Manager
Diploma,Civil Engineering,7.6,86.0,90.7,"Estimation, Site Supervision, Project Management","STAAD Pro:B+,Geotechnical Engineering:C,Structural Analysis:C,Construction Management:A-,AutoCAD:A-","Bridge Design: AutoCAD, Structural Analysis",Structural Intern:3 months,1,Site Engineer
B.Sc,Finance,7.32,82.9,92.6,"Excel, Financial Modeling, GST, Tally","Financial Management:B,Accounting:A,Corporate Finance:B+,Investment Analysis:B+","Task Management App: React, Redux, Firebase; DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:2 months; Software Developer:6 months,1,Teaching Professional
